#  E (eV)	   dosup(E) 	     dosdw(E)	   Int dos(E)	 EFermi =   15.3007 eV
5.3000E+00	7.7183E-03	6.4700E-03	1.4188E-02	
5.3200E+00	7.9801E-03	6.6400E-03	1.4620E-02	
5.3400E+00	8.3163E-03	6.8300E-03	1.5146E-02	
5.3600E+00	8.7260E-03	7.0600E-03	1.5786E-02	
5.3800E+00	9.1881E-03	7.3700E-03	1.6558E-02	
5.4000E+00	9.6957E-03	7.7900E-03	1.7486E-02	
5.4200E+00	1.0333E-02	8.2800E-03	1.8613E-02	
5.4400E+00	1.1076E-02	8.8300E-03	1.9906E-02	
5.4600E+00	1.1686E-02	9.4500E-03	2.1136E-02	
5.4800E+00	1.2214E-02	9.9100E-03	2.2124E-02	
5.5000E+00	1.2684E-02	1.0300E-02	2.2984E-02	
5.5200E+00	1.3104E-02	1.0700E-02	2.3804E-02	
5.5400E+00	1.3500E-02	1.1100E-02	2.4600E-02	
5.5600E+00	1.4068E-02	1.1600E-02	2.5668E-02	
5.5800E+00	1.4799E-02	1.2300E-02	2.7099E-02	
5.6000E+00	1.5687E-02	1.3100E-02	2.8787E-02	
5.6200E+00	1.6744E-02	1.4100E-02	3.0844E-02	
5.6400E+00	1.7989E-02	1.5200E-02	3.3189E-02	
5.6600E+00	1.9420E-02	1.6000E-02	3.5420E-02	
5.6800E+00	2.0500E-02	1.6700E-02	3.7200E-02	
5.7000E+00	2.1498E-02	1.7500E-02	3.8998E-02	
5.7200E+00	2.2450E-02	1.8200E-02	4.0650E-02	
5.7400E+00	2.3349E-02	1.8900E-02	4.2249E-02	
5.7600E+00	2.4226E-02	1.9700E-02	4.3926E-02	
5.7800E+00	2.5334E-02	2.0500E-02	4.5834E-02	
5.8000E+00	2.6306E-02	2.1200E-02	4.7506E-02	
5.8200E+00	2.7114E-02	2.1600E-02	4.8714E-02	
5.8400E+00	2.7690E-02	2.0800E-02	4.8490E-02	
5.8600E+00	2.6444E-02	2.1000E-02	4.7444E-02	
5.8800E+00	2.6739E-02	2.1100E-02	4.7839E-02	
5.9000E+00	2.6893E-02	2.1100E-02	4.7993E-02	
5.9200E+00	2.6881E-02	2.0300E-02	4.7181E-02	
5.9400E+00	2.5821E-02	1.8100E-02	4.3921E-02	
5.9600E+00	2.3363E-02	1.6800E-02	4.0163E-02	
5.9800E+00	2.1935E-02	1.6400E-02	3.8335E-02	
6.0000E+00	2.1514E-02	1.6400E-02	3.7914E-02	
6.0200E+00	2.1494E-02	1.6400E-02	3.7894E-02	
6.0400E+00	2.1494E-02	1.6400E-02	3.7894E-02	
6.0600E+00	2.1516E-02	1.6500E-02	3.8016E-02	
6.0800E+00	2.1618E-02	1.6600E-02	3.8218E-02	
6.1000E+00	2.1823E-02	1.6800E-02	3.8623E-02	
6.1200E+00	2.2148E-02	1.7200E-02	3.9348E-02	
6.1400E+00	2.2598E-02	1.7600E-02	4.0198E-02	
6.1600E+00	2.3141E-02	2.0800E-02	4.3941E-02	
6.1800E+00	2.7777E-02	2.3100E-02	5.0877E-02	
6.2000E+00	3.0180E-02	2.3600E-02	5.3780E-02	
6.2200E+00	3.0945E-02	2.2000E-02	5.2945E-02	
6.2400E+00	2.7472E-02	2.1000E-02	4.8472E-02	
6.2600E+00	2.6984E-02	2.2800E-02	4.9784E-02	
6.2800E+00	2.9538E-02	2.5100E-02	5.4638E-02	
6.3000E+00	3.2985E-02	2.7900E-02	6.0885E-02	
6.3200E+00	3.7109E-02	3.0600E-02	6.7709E-02	
6.3400E+00	4.0674E-02	3.3000E-02	7.3674E-02	
6.3600E+00	4.2511E-02	3.7400E-02	7.9911E-02	
6.3800E+00	4.8939E-02	3.9700E-02	8.8639E-02	
6.4000E+00	5.1587E-02	4.0600E-02	9.2187E-02	
6.4200E+00	5.3040E-02	4.1700E-02	9.4740E-02	
6.4400E+00	5.4652E-02	4.2900E-02	9.7552E-02	
6.4600E+00	5.6455E-02	4.4400E-02	1.0086E-01	
6.4800E+00	5.8389E-02	4.5900E-02	1.0429E-01	
6.5000E+00	6.0354E-02	4.7400E-02	1.0775E-01	
6.5200E+00	6.2331E-02	4.9300E-02	1.1163E-01	
6.5400E+00	6.4824E-02	5.1900E-02	1.1672E-01	
6.5600E+00	6.8235E-02	5.4600E-02	1.2284E-01	
6.5800E+00	7.2465E-02	5.4300E-02	1.2677E-01	
6.6000E+00	7.3271E-02	4.9400E-02	1.2267E-01	
6.6200E+00	6.7061E-02	4.4100E-02	1.1116E-01	
6.6400E+00	5.9702E-02	4.3400E-02	1.0310E-01	
6.6600E+00	5.9050E-02	4.2700E-02	1.0175E-01	
6.6800E+00	5.8300E-02	4.2100E-02	1.0040E-01	
6.7000E+00	5.9771E-02	4.3600E-02	1.0337E-01	
6.7200E+00	6.5327E-02	5.4600E-02	1.1993E-01	
6.7400E+00	7.9794E-02	6.0600E-02	1.4039E-01	
6.7600E+00	8.4829E-02	6.3700E-02	1.4853E-01	
6.7800E+00	8.9126E-02	6.4400E-02	1.5353E-01	
6.8000E+00	9.2218E-02	6.4400E-02	1.5662E-01	
6.8200E+00	9.3978E-02	6.6100E-02	1.6008E-01	
6.8400E+00	9.6706E-02	6.8200E-02	1.6491E-01	
6.8600E+00	9.9036E-02	7.0000E-02	1.6904E-01	
6.8800E+00	1.0131E-01	7.1300E-02	1.7261E-01	
6.9000E+00	1.0550E-01	7.4600E-02	1.8010E-01	
6.9200E+00	1.1349E-01	7.9700E-02	1.9319E-01	
6.9400E+00	1.2362E-01	8.5700E-02	2.0932E-01	
6.9600E+00	1.3337E-01	9.1100E-02	2.2447E-01	
6.9800E+00	1.3793E-01	9.5400E-02	2.3333E-01	
7.0000E+00	1.3793E-01	9.5900E-02	2.3383E-01	
7.0200E+00	1.3080E-01	9.3800E-02	2.2460E-01	
7.0400E+00	1.3516E-01	9.5500E-02	2.3066E-01	
7.0600E+00	1.3989E-01	9.7900E-02	2.3779E-01	
7.0800E+00	1.4624E-01	1.0200E-01	2.4824E-01	
7.1000E+00	1.5330E-01	1.0600E-01	2.5930E-01	
7.1200E+00	1.6200E-01	1.1100E-01	2.7300E-01	
7.1400E+00	1.7018E-01	1.1600E-01	2.8618E-01	
7.1600E+00	1.7651E-01	1.1800E-01	2.9451E-01	
7.1800E+00	1.7545E-01	1.1800E-01	2.9345E-01	
7.2000E+00	1.6575E-01	1.1800E-01	2.8375E-01	
7.2200E+00	1.8383E-01	1.2200E-01	3.0583E-01	
7.2400E+00	2.0221E-01	1.2800E-01	3.3021E-01	
7.2600E+00	2.1884E-01	1.3300E-01	3.5184E-01	
7.2800E+00	2.5313E-01	1.3800E-01	3.9113E-01	
7.3000E+00	2.7381E-01	1.4700E-01	4.2081E-01	
7.3200E+00	2.7511E-01	1.5900E-01	4.3411E-01	
7.3400E+00	2.6124E-01	1.6000E-01	4.2124E-01	
7.3600E+00	2.5157E-01	1.5600E-01	4.0757E-01	
7.3800E+00	2.2954E-01	1.5400E-01	3.8354E-01	
7.4000E+00	1.9878E-01	1.5500E-01	3.5378E-01	
7.4200E+00	1.8777E-01	1.3800E-01	3.2577E-01	
7.4400E+00	1.8486E-01	1.2000E-01	3.0486E-01	
7.4600E+00	1.8698E-01	1.1200E-01	2.9898E-01	
7.4800E+00	1.8914E-01	1.1100E-01	3.0014E-01	
7.5000E+00	1.8984E-01	1.1100E-01	3.0084E-01	
7.5200E+00	1.8828E-01	1.1200E-01	3.0028E-01	
7.5400E+00	1.8645E-01	1.1300E-01	2.9945E-01	
7.5600E+00	1.8725E-01	1.1300E-01	3.0025E-01	
7.5800E+00	1.9100E-01	1.1200E-01	3.0300E-01	
7.6000E+00	1.9703E-01	1.1100E-01	3.0803E-01	
7.6200E+00	2.0450E-01	1.1000E-01	3.1450E-01	
7.6400E+00	2.1198E-01	1.1000E-01	3.2198E-01	
7.6600E+00	2.0851E-01	1.1200E-01	3.2051E-01	
7.6800E+00	2.0728E-01	1.1300E-01	3.2028E-01	
7.7000E+00	2.1381E-01	1.1600E-01	3.2981E-01	
7.7200E+00	2.1794E-01	1.1900E-01	3.3694E-01	
7.7400E+00	2.1820E-01	1.2300E-01	3.4120E-01	
7.7600E+00	2.1523E-01	1.2400E-01	3.3923E-01	
7.7800E+00	2.1137E-01	1.2300E-01	3.3437E-01	
7.8000E+00	2.1033E-01	1.2400E-01	3.3433E-01	
7.8200E+00	2.1331E-01	1.2600E-01	3.3931E-01	
7.8400E+00	2.4178E-01	1.2900E-01	3.7078E-01	
7.8600E+00	1.7460E-01	1.3200E-01	3.0660E-01	
7.8800E+00	1.2406E-01	1.3500E-01	2.5906E-01	
7.9000E+00	1.2868E-01	1.3900E-01	2.6768E-01	
7.9200E+00	1.3600E-01	1.4500E-01	2.8100E-01	
7.9400E+00	1.4353E-01	1.4600E-01	2.8953E-01	
7.9600E+00	1.5101E-01	1.4700E-01	2.9801E-01	
7.9800E+00	1.5806E-01	1.4900E-01	3.0706E-01	
8.0000E+00	1.6246E-01	1.5100E-01	3.1346E-01	
8.0200E+00	1.6090E-01	1.5300E-01	3.1390E-01	
8.0400E+00	1.5564E-01	1.5600E-01	3.1164E-01	
8.0600E+00	1.4291E-01	1.5400E-01	2.9691E-01	
8.0800E+00	1.2705E-01	1.3000E-01	2.5705E-01	
8.1000E+00	1.1498E-01	1.0700E-01	2.2198E-01	
8.1200E+00	1.0772E-01	8.9700E-02	1.9742E-01	
8.1400E+00	1.0113E-01	8.0100E-02	1.8123E-01	
8.1600E+00	9.5097E-02	7.4300E-02	1.6940E-01	
8.1800E+00	8.9741E-02	6.9500E-02	1.5924E-01	
8.2000E+00	8.5202E-02	6.5900E-02	1.5110E-01	
8.2200E+00	8.1913E-02	6.2700E-02	1.4461E-01	
8.2400E+00	7.9643E-02	5.9600E-02	1.3924E-01	
8.2600E+00	7.7876E-02	5.6800E-02	1.3468E-01	
8.2800E+00	7.6121E-02	5.4200E-02	1.3032E-01	
8.3000E+00	7.4349E-02	5.1900E-02	1.2625E-01	
8.3200E+00	7.2561E-02	5.0100E-02	1.2266E-01	
8.3400E+00	7.0757E-02	4.9000E-02	1.1976E-01	
8.3600E+00	6.8937E-02	4.7900E-02	1.1684E-01	
8.3800E+00	6.7101E-02	4.6800E-02	1.1390E-01	
8.4000E+00	6.5250E-02	4.5800E-02	1.1105E-01	
8.4200E+00	6.3383E-02	4.4700E-02	1.0808E-01	
8.4400E+00	6.1502E-02	4.3600E-02	1.0510E-01	
8.4600E+00	5.9605E-02	4.2500E-02	1.0210E-01	
8.4800E+00	5.7697E-02	4.1400E-02	9.9097E-02	
8.5000E+00	5.5891E-02	4.0300E-02	9.6191E-02	
8.5200E+00	5.4291E-02	3.9200E-02	9.3491E-02	
8.5400E+00	5.2964E-02	3.8000E-02	9.0964E-02	
8.5600E+00	5.1994E-02	3.6900E-02	8.8894E-02	
8.5800E+00	5.1223E-02	3.5800E-02	8.7023E-02	
8.6000E+00	5.0519E-02	3.4700E-02	8.5219E-02	
8.6200E+00	4.9864E-02	3.3700E-02	8.3564E-02	
8.6400E+00	4.9259E-02	3.2700E-02	8.1959E-02	
8.6600E+00	4.8768E-02	3.1700E-02	8.0468E-02	
8.6800E+00	4.8455E-02	3.0800E-02	7.9255E-02	
8.7000E+00	4.8316E-02	2.9900E-02	7.8216E-02	
8.7200E+00	4.8324E-02	2.9100E-02	7.7424E-02	
8.7400E+00	4.8325E-02	2.8300E-02	7.6625E-02	
8.7600E+00	4.8311E-02	2.7600E-02	7.5911E-02	
8.7800E+00	4.8282E-02	2.7200E-02	7.5482E-02	
8.8000E+00	4.8238E-02	2.7000E-02	7.5238E-02	
8.8200E+00	4.8179E-02	2.6800E-02	7.4979E-02	
8.8400E+00	4.8104E-02	2.6700E-02	7.4804E-02	
8.8600E+00	4.8015E-02	2.6500E-02	7.4515E-02	
8.8800E+00	4.7910E-02	2.6400E-02	7.4310E-02	
8.9000E+00	4.7790E-02	2.6200E-02	7.3990E-02	
8.9200E+00	4.7656E-02	2.6000E-02	7.3656E-02	
8.9400E+00	4.7506E-02	2.5800E-02	7.3306E-02	
8.9600E+00	4.7341E-02	2.5700E-02	7.3041E-02	
8.9800E+00	4.7162E-02	2.5500E-02	7.2662E-02	
9.0000E+00	4.8144E-02	2.5300E-02	7.3444E-02	
9.0200E+00	5.1748E-02	2.5100E-02	7.6848E-02	
9.0400E+00	6.2483E-02	2.5000E-02	8.7483E-02	
9.0600E+00	7.1672E-02	2.4800E-02	9.6472E-02	
9.0800E+00	8.0376E-02	2.4600E-02	1.0498E-01	
9.1000E+00	8.8368E-02	2.4400E-02	1.1277E-01	
9.1200E+00	9.4196E-02	2.4200E-02	1.1840E-01	
9.1400E+00	9.5928E-02	2.4000E-02	1.1993E-01	
9.1600E+00	9.7445E-02	2.3800E-02	1.2125E-01	
9.1800E+00	1.0412E-01	2.4300E-02	1.2842E-01	
9.2000E+00	1.1510E-01	3.0200E-02	1.4530E-01	
9.2200E+00	1.2117E-01	3.5400E-02	1.5657E-01	
9.2400E+00	1.2775E-01	4.0200E-02	1.6795E-01	
9.2600E+00	1.3644E-01	4.4800E-02	1.8124E-01	
9.2800E+00	1.3881E-01	4.9200E-02	1.8801E-01	
9.3000E+00	1.4092E-01	5.1500E-02	1.9242E-01	
9.3200E+00	1.4295E-01	5.1700E-02	1.9465E-01	
9.3400E+00	1.4495E-01	5.2500E-02	1.9745E-01	
9.3600E+00	1.4698E-01	5.3400E-02	2.0038E-01	
9.3800E+00	1.4898E-01	5.4300E-02	2.0328E-01	
9.4000E+00	1.5109E-01	6.0900E-02	2.1199E-01	
9.4200E+00	1.5508E-01	6.5700E-02	2.2078E-01	
9.4400E+00	1.7293E-01	6.7300E-02	2.4023E-01	
9.4600E+00	1.8855E-01	6.9000E-02	2.5755E-01	
9.4800E+00	1.8773E-01	7.0700E-02	2.5843E-01	
9.5000E+00	1.8615E-01	7.2400E-02	2.5855E-01	
9.5200E+00	1.8423E-01	7.4100E-02	2.5833E-01	
9.5400E+00	1.8539E-01	7.5800E-02	2.6119E-01	
9.5600E+00	1.8892E-01	7.7700E-02	2.6662E-01	
9.5800E+00	1.9363E-01	7.9400E-02	2.7303E-01	
9.6100E+00	2.1273E-01	8.1700E-02	2.9443E-01	
9.6300E+00	2.4562E-01	8.6100E-02	3.3172E-01	
9.6500E+00	2.5771E-01	9.4400E-02	3.5211E-01	
9.6700E+00	2.2247E-01	1.0600E-01	3.2847E-01	
9.6900E+00	1.9997E-01	1.0600E-01	3.0597E-01	
9.7100E+00	1.9748E-01	1.0300E-01	3.0048E-01	
9.7300E+00	2.0088E-01	1.0100E-01	3.0188E-01	
9.7500E+00	2.0587E-01	9.8600E-02	3.0447E-01	
9.7700E+00	2.1265E-01	9.7400E-02	3.1005E-01	
9.7900E+00	2.2161E-01	9.6700E-02	3.1831E-01	
9.8100E+00	2.3375E-01	1.0200E-01	3.3575E-01	
9.8300E+00	2.4901E-01	1.1000E-01	3.5901E-01	
9.8500E+00	2.6803E-01	1.0900E-01	3.7703E-01	
9.8700E+00	2.9080E-01	1.0000E-01	3.9080E-01	
9.8900E+00	3.1713E-01	9.2100E-02	4.0923E-01	
9.9100E+00	3.4658E-01	8.1600E-02	4.2818E-01	
9.9300E+00	3.7649E-01	7.8200E-02	4.5469E-01	
9.9500E+00	4.4423E-01	7.7200E-02	5.2143E-01	
9.9700E+00	4.5483E-01	7.7400E-02	5.3223E-01	
9.9900E+00	4.4884E-01	7.8800E-02	5.2764E-01	
1.0000E+01	4.4682E-01	8.1700E-02	5.2852E-01	
1.0000E+01	4.6508E-01	8.5900E-02	5.5098E-01	
1.0000E+01	4.8432E-01	9.1200E-02	5.7552E-01	
1.0100E+01	5.1107E-01	9.7500E-02	6.0857E-01	
1.0100E+01	5.4095E-01	1.0400E-01	6.4495E-01	
1.0100E+01	5.7069E-01	1.1000E-01	6.8069E-01	
1.0100E+01	6.0397E-01	1.1700E-01	7.2097E-01	
1.0100E+01	6.4739E-01	1.2300E-01	7.7039E-01	
1.0200E+01	6.9034E-01	1.3000E-01	8.2034E-01	
1.0200E+01	6.7466E-01	1.3400E-01	8.0866E-01	
1.0200E+01	6.8769E-01	1.4000E-01	8.2769E-01	
1.0200E+01	7.1436E-01	1.4800E-01	8.6236E-01	
1.0200E+01	7.3489E-01	1.5700E-01	8.9189E-01	
1.0300E+01	7.4747E-01	1.6800E-01	9.1547E-01	
1.0300E+01	7.6743E-01	1.8000E-01	9.4743E-01	
1.0300E+01	8.0957E-01	1.9500E-01	1.0046E+00	
1.0300E+01	8.7362E-01	2.1100E-01	1.0846E+00	
1.0300E+01	9.1368E-01	2.2900E-01	1.1427E+00	
1.0400E+01	8.6860E-01	2.4900E-01	1.1176E+00	
1.0400E+01	8.0654E-01	2.6600E-01	1.0725E+00	
1.0400E+01	7.9905E-01	2.8000E-01	1.0790E+00	
1.0400E+01	7.8379E-01	2.9300E-01	1.0768E+00	
1.0400E+01	7.8276E-01	2.9900E-01	1.0818E+00	
1.0500E+01	7.7597E-01	3.0800E-01	1.0840E+00	
1.0500E+01	8.3060E-01	3.1900E-01	1.1496E+00	
1.0500E+01	8.0222E-01	3.2900E-01	1.1312E+00	
1.0500E+01	8.0068E-01	3.3600E-01	1.1367E+00	
1.0500E+01	7.9963E-01	3.4100E-01	1.1406E+00	
1.0600E+01	8.0166E-01	3.4400E-01	1.1457E+00	
1.0600E+01	8.0148E-01	3.4500E-01	1.1465E+00	
1.0600E+01	7.9438E-01	3.4400E-01	1.1384E+00	
1.0600E+01	8.0534E-01	3.4300E-01	1.1483E+00	
1.0600E+01	8.3751E-01	3.5700E-01	1.1945E+00	
1.0700E+01	8.9266E-01	3.7300E-01	1.2657E+00	
1.0700E+01	9.3921E-01	3.8700E-01	1.3262E+00	
1.0700E+01	1.0070E+00	4.0300E-01	1.4100E+00	
1.0700E+01	1.0924E+00	4.2300E-01	1.5154E+00	
1.0700E+01	1.1872E+00	4.4700E-01	1.6342E+00	
1.0800E+01	1.2920E+00	4.5700E-01	1.7490E+00	
1.0800E+01	1.4242E+00	4.5400E-01	1.8782E+00	
1.0800E+01	1.5603E+00	4.4200E-01	2.0023E+00	
1.0800E+01	1.6666E+00	4.2400E-01	2.0906E+00	
1.0800E+01	2.0516E+00	3.9700E-01	2.4486E+00	
1.0900E+01	2.4125E+00	3.7200E-01	2.7845E+00	
1.0900E+01	2.7005E+00	3.4900E-01	3.0495E+00	
1.0900E+01	2.9414E+00	3.2900E-01	3.2704E+00	
1.0900E+01	3.4523E+00	3.1800E-01	3.7703E+00	
1.0900E+01	3.3566E+00	3.1200E-01	3.6686E+00	
1.1000E+01	2.3801E+00	3.0700E-01	2.6871E+00	
1.1000E+01	1.9387E+00	2.9900E-01	2.2377E+00	
1.1000E+01	1.4952E+00	2.9500E-01	1.7902E+00	
1.1000E+01	1.3217E+00	2.9200E-01	1.6137E+00	
1.1000E+01	1.4125E+00	2.8800E-01	1.7005E+00	
1.1100E+01	1.6208E+00	2.8700E-01	1.9078E+00	
1.1100E+01	1.9688E+00	2.9700E-01	2.2658E+00	
1.1100E+01	2.3786E+00	3.0700E-01	2.6856E+00	
1.1100E+01	2.5368E+00	3.1500E-01	2.8518E+00	
1.1100E+01	2.6688E+00	3.2300E-01	2.9918E+00	
1.1200E+01	2.8988E+00	3.3200E-01	3.2308E+00	
1.1200E+01	3.0100E+00	3.4100E-01	3.3510E+00	
1.1200E+01	2.9161E+00	3.5000E-01	3.2661E+00	
1.1200E+01	2.8779E+00	3.6100E-01	3.2389E+00	
1.1200E+01	2.9187E+00	3.7500E-01	3.2937E+00	
1.1300E+01	2.9647E+00	3.8900E-01	3.3537E+00	
1.1300E+01	2.5774E+00	4.0400E-01	2.9814E+00	
1.1300E+01	2.6240E+00	4.2700E-01	3.0510E+00	
1.1300E+01	3.8172E+00	4.6500E-01	4.2822E+00	
1.1300E+01	4.4201E+00	5.0300E-01	4.9231E+00	
1.1400E+01	4.6395E+00	5.3300E-01	5.1725E+00	
1.1400E+01	4.5777E+00	5.6100E-01	5.1387E+00	
1.1400E+01	3.8000E+00	5.9000E-01	4.3900E+00	
1.1400E+01	3.1823E+00	6.2000E-01	3.8023E+00	
1.1400E+01	3.2605E+00	6.6000E-01	3.9205E+00	
1.1500E+01	3.7885E+00	7.1100E-01	4.4995E+00	
1.1500E+01	4.2119E+00	7.7300E-01	4.9849E+00	
1.1500E+01	5.1953E+00	8.4900E-01	6.0443E+00	
1.1500E+01	5.1358E+00	8.8800E-01	6.0238E+00	
1.1500E+01	6.5976E+00	8.3400E-01	7.4316E+00	
1.1600E+01	6.2762E+00	8.1200E-01	7.0882E+00	
1.1600E+01	5.5096E+00	7.4300E-01	6.2526E+00	
1.1600E+01	4.9846E+00	6.5900E-01	5.6436E+00	
1.1600E+01	4.7277E+00	6.3100E-01	5.3587E+00	
1.1600E+01	5.3116E+00	6.0900E-01	5.9206E+00	
1.1700E+01	8.0065E+00	5.9400E-01	8.6005E+00	
1.1700E+01	6.1093E+00	5.8200E-01	6.6913E+00	
1.1700E+01	4.7083E+00	5.7100E-01	5.2793E+00	
1.1700E+01	4.2583E+00	5.6300E-01	4.8213E+00	
1.1700E+01	4.0656E+00	5.6100E-01	4.6266E+00	
1.1800E+01	4.0145E+00	5.5700E-01	4.5715E+00	
1.1800E+01	3.5908E+00	5.6100E-01	4.1518E+00	
1.1800E+01	4.5156E+00	5.7700E-01	5.0926E+00	
1.1800E+01	5.9442E+00	6.2300E-01	6.5672E+00	
1.1800E+01	5.9381E+00	6.9300E-01	6.6311E+00	
1.1900E+01	5.8686E+00	7.7400E-01	6.6426E+00	
1.1900E+01	6.1591E+00	9.7600E-01	7.1351E+00	
1.1900E+01	8.9633E+00	9.3900E-01	9.9023E+00	
1.1900E+01	5.4955E+00	8.6400E-01	6.3595E+00	
1.1900E+01	5.2511E+00	8.3900E-01	6.0901E+00	
1.2000E+01	4.7938E+00	8.4300E-01	5.6368E+00	
1.2000E+01	4.2851E+00	8.7700E-01	5.1621E+00	
1.2000E+01	4.3757E+00	9.7400E-01	5.3497E+00	
1.2000E+01	4.4933E+00	1.0900E+00	5.5833E+00	
1.2000E+01	4.6750E+00	1.2000E+00	5.8750E+00	
1.2100E+01	5.6640E+00	1.3100E+00	6.9740E+00	
1.2100E+01	9.2193E+00	1.4400E+00	1.0659E+01	
1.2100E+01	7.6206E+00	1.6000E+00	9.2206E+00	
1.2100E+01	9.2957E+00	1.7700E+00	1.1066E+01	
1.2100E+01	9.7514E+00	1.7100E+00	1.1461E+01	
1.2200E+01	8.0687E+00	1.4500E+00	9.5187E+00	
1.2200E+01	7.0294E+00	1.3400E+00	8.3694E+00	
1.2200E+01	5.6754E+00	1.1500E+00	6.8254E+00	
1.2200E+01	5.7672E+00	8.4000E-01	6.6072E+00	
1.2200E+01	7.9168E+00	7.2700E-01	8.6438E+00	
1.2300E+01	6.7393E+00	6.7200E-01	7.4113E+00	
1.2300E+01	8.4858E+00	6.2800E-01	9.1138E+00	
1.2300E+01	5.6477E+00	6.9500E-01	6.3427E+00	
1.2300E+01	7.4077E+00	8.2000E-01	8.2277E+00	
1.2300E+01	8.4040E+00	1.0200E+00	9.4240E+00	
1.2400E+01	9.3188E+00	1.1900E+00	1.0509E+01	
1.2400E+01	8.7529E+00	1.2100E+00	9.9629E+00	
1.2400E+01	6.2641E+00	1.1700E+00	7.4341E+00	
1.2400E+01	6.4479E+00	1.1600E+00	7.6079E+00	
1.2400E+01	8.1132E+00	1.1400E+00	9.2532E+00	
1.2500E+01	6.9273E+00	1.1500E+00	8.0773E+00	
1.2500E+01	8.7597E+00	1.1900E+00	9.9497E+00	
1.2500E+01	9.9080E+00	1.2800E+00	1.1188E+01	
1.2500E+01	8.1751E+00	1.4700E+00	9.6451E+00	
1.2500E+01	9.6665E+00	1.8300E+00	1.1496E+01	
1.2600E+01	9.8859E+00	2.2200E+00	1.2106E+01	
1.2600E+01	6.7024E+00	2.4400E+00	9.1424E+00	
1.2600E+01	4.7476E+00	2.5100E+00	7.2576E+00	
1.2600E+01	4.4762E+00	2.5600E+00	7.0362E+00	
1.2600E+01	5.4442E+00	2.7500E+00	8.1942E+00	
1.2700E+01	5.8895E+00	3.1100E+00	8.9995E+00	
1.2700E+01	6.9077E+00	3.4700E+00	1.0378E+01	
1.2700E+01	8.4263E+00	3.6700E+00	1.2096E+01	
1.2700E+01	1.0333E+01	4.1700E+00	1.4503E+01	
1.2700E+01	9.7989E+00	4.0300E+00	1.3829E+01	
1.2800E+01	1.1017E+01	3.3600E+00	1.4377E+01	
1.2800E+01	1.0262E+01	3.2600E+00	1.3522E+01	
1.2800E+01	9.5181E+00	3.5200E+00	1.3038E+01	
1.2800E+01	7.4592E+00	5.2500E+00	1.2709E+01	
1.2800E+01	8.8148E+00	7.0000E+00	1.5815E+01	
1.2900E+01	8.8484E+00	4.6600E+00	1.3508E+01	
1.2900E+01	9.6057E+00	3.3000E+00	1.2906E+01	
1.2900E+01	1.1420E+01	2.1400E+00	1.3560E+01	
1.2900E+01	1.0779E+01	1.6900E+00	1.2469E+01	
1.2900E+01	1.0258E+01	1.5200E+00	1.1778E+01	
1.3000E+01	1.2167E+01	1.7800E+00	1.3947E+01	
1.3000E+01	1.0617E+01	2.4700E+00	1.3087E+01	
1.3000E+01	9.9934E+00	3.5100E+00	1.3503E+01	
1.3000E+01	1.3245E+01	4.2800E+00	1.7525E+01	
1.3000E+01	1.0203E+01	4.5800E+00	1.4783E+01	
1.3100E+01	1.1940E+01	4.6300E+00	1.6570E+01	
1.3100E+01	1.2140E+01	4.4600E+00	1.6600E+01	
1.3100E+01	1.4255E+01	5.4500E+00	1.9705E+01	
1.3100E+01	1.1094E+01	4.9300E+00	1.6024E+01	
1.3100E+01	1.1545E+01	4.8000E+00	1.6345E+01	
1.3200E+01	8.0435E+00	4.2100E+00	1.2253E+01	
1.3200E+01	5.5868E+00	3.4500E+00	9.0368E+00	
1.3200E+01	7.0781E+00	3.2100E+00	1.0288E+01	
1.3200E+01	9.3555E+00	3.2200E+00	1.2575E+01	
1.3200E+01	4.3803E+00	3.3900E+00	7.7703E+00	
1.3300E+01	3.9319E+00	3.4400E+00	7.3719E+00	
1.3300E+01	4.3250E+00	3.1900E+00	7.5150E+00	
1.3300E+01	6.2030E+00	2.8000E+00	9.0030E+00	
1.3300E+01	7.8569E+00	2.5600E+00	1.0417E+01	
1.3300E+01	7.3247E+00	2.5600E+00	9.8847E+00	
1.3400E+01	6.8800E+00	2.7800E+00	9.6600E+00	
1.3400E+01	7.7035E+00	3.5900E+00	1.1294E+01	
1.3400E+01	6.2743E+00	3.3900E+00	9.6643E+00	
1.3400E+01	6.5056E+00	3.6100E+00	1.0116E+01	
1.3400E+01	8.8554E+00	3.8300E+00	1.2685E+01	
1.3500E+01	9.8919E+00	4.3400E+00	1.4232E+01	
1.3500E+01	1.1503E+01	4.9400E+00	1.6443E+01	
1.3500E+01	1.0567E+01	5.0700E+00	1.5637E+01	
1.3500E+01	8.9747E+00	6.2900E+00	1.5265E+01	
1.3500E+01	9.3223E+00	5.1500E+00	1.4472E+01	
1.3600E+01	1.2435E+01	3.9100E+00	1.6345E+01	
1.3600E+01	1.0148E+01	4.6200E+00	1.4768E+01	
1.3600E+01	7.4558E+00	4.8600E+00	1.2316E+01	
1.3600E+01	1.0701E+01	4.6000E+00	1.5301E+01	
1.3600E+01	1.2815E+01	5.8200E+00	1.8635E+01	
1.3700E+01	1.2248E+01	1.1200E+01	2.3448E+01	
1.3700E+01	9.8554E+00	8.9000E+00	1.8755E+01	
1.3700E+01	1.0053E+01	7.2800E+00	1.7333E+01	
1.3700E+01	1.1104E+01	6.7000E+00	1.7804E+01	
