#  E (eV)	   dosup(E) 	     dosdw(E)	   Int dos(E)	 EFermi =   15.122 eV
2.1900E+01	1.4746E+00	1.8669E+00	3.3415E+00	
2.1900E+01	1.4957E+00	1.9764E+00	3.4721E+00	
2.1900E+01	1.5673E+00	2.0509E+00	3.6182E+00	
2.2000E+01	1.6231E+00	2.1253E+00	3.7484E+00	
2.2000E+01	1.7318E+00	2.0786E+00	3.8104E+00	
2.2000E+01	1.9274E+00	2.1771E+00	4.1045E+00	
2.2000E+01	1.9874E+00	1.9757E+00	3.9631E+00	
2.2000E+01	1.9547E+00	1.7548E+00	3.7095E+00	
2.2100E+01	1.9465E+00	1.7002E+00	3.6467E+00	
2.2100E+01	1.8898E+00	1.6624E+00	3.5522E+00	
2.2100E+01	1.9048E+00	1.6523E+00	3.5571E+00	
2.2100E+01	1.8618E+00	1.5198E+00	3.3816E+00	
2.2100E+01	1.8669E+00	1.5055E+00	3.3724E+00	
2.2200E+01	1.9021E+00	1.5311E+00	3.4332E+00	
2.2200E+01	1.9548E+00	1.5601E+00	3.5149E+00	
2.2200E+01	2.0814E+00	1.5646E+00	3.6460E+00	
2.2200E+01	2.1599E+00	1.6031E+00	3.7630E+00	
2.2200E+01	2.1700E+00	1.6289E+00	3.7989E+00	
2.2300E+01	2.1693E+00	1.6644E+00	3.8337E+00	
2.2300E+01	2.1138E+00	1.6947E+00	3.8085E+00	
2.2300E+01	2.0569E+00	1.7539E+00	3.8108E+00	
2.2300E+01	2.0127E+00	1.8354E+00	3.8481E+00	
2.2300E+01	1.9864E+00	1.8797E+00	3.8661E+00	
2.2400E+01	1.9936E+00	1.8482E+00	3.8418E+00	
2.2400E+01	2.0509E+00	1.9039E+00	3.9548E+00	
2.2400E+01	2.1872E+00	1.9747E+00	4.1619E+00	
2.2400E+01	2.3430E+00	2.0947E+00	4.4377E+00	
2.2400E+01	2.3920E+00	2.1456E+00	4.5376E+00	
2.2500E+01	2.3422E+00	2.0891E+00	4.4313E+00	
2.2500E+01	2.3303E+00	2.0639E+00	4.3942E+00	
2.2500E+01	2.4299E+00	2.1053E+00	4.5352E+00	
2.2500E+01	2.5889E+00	2.1441E+00	4.7330E+00	
2.2500E+01	2.4914E+00	2.0748E+00	4.5662E+00	
2.2600E+01	2.4380E+00	2.1001E+00	4.5381E+00	
2.2600E+01	2.4770E+00	2.1498E+00	4.6268E+00	
2.2600E+01	2.5555E+00	2.1724E+00	4.7279E+00	
2.2600E+01	2.5700E+00	2.1824E+00	4.7524E+00	
2.2600E+01	2.3912E+00	2.1665E+00	4.5577E+00	
2.2700E+01	2.3923E+00	2.2052E+00	4.5975E+00	
2.2700E+01	2.3351E+00	2.3297E+00	4.6648E+00	
2.2700E+01	2.3017E+00	2.2676E+00	4.5693E+00	
2.2700E+01	2.2695E+00	2.3427E+00	4.6122E+00	
2.2700E+01	2.2160E+00	2.3438E+00	4.5598E+00	
2.2800E+01	2.1501E+00	2.3314E+00	4.4815E+00	
2.2800E+01	2.1709E+00	2.3218E+00	4.4927E+00	
2.2800E+01	2.1468E+00	2.2914E+00	4.4382E+00	
2.2800E+01	2.1721E+00	2.3123E+00	4.4844E+00	
2.2800E+01	2.0197E+00	2.2575E+00	4.2772E+00	
2.2900E+01	1.8899E+00	2.2427E+00	4.1326E+00	
2.2900E+01	1.8080E+00	2.2487E+00	4.0567E+00	
2.2900E+01	1.8228E+00	2.3193E+00	4.1421E+00	
2.2900E+01	1.8319E+00	2.3777E+00	4.2096E+00	
2.2900E+01	1.8743E+00	2.3810E+00	4.2553E+00	
2.3000E+01	1.9957E+00	2.3776E+00	4.3733E+00	
2.3000E+01	1.9900E+00	2.4298E+00	4.4198E+00	
2.3000E+01	1.9738E+00	2.5282E+00	4.5020E+00	
2.3000E+01	1.9507E+00	2.4911E+00	4.4418E+00	
2.3000E+01	1.8737E+00	2.4007E+00	4.2744E+00	
2.3100E+01	1.7935E+00	2.3661E+00	4.1596E+00	
2.3100E+01	1.7983E+00	2.3600E+00	4.1583E+00	
2.3100E+01	1.8372E+00	2.4445E+00	4.2817E+00	
2.3100E+01	1.7837E+00	2.3139E+00	4.0976E+00	
2.3100E+01	1.7744E+00	2.2071E+00	3.9815E+00	
2.3200E+01	1.8030E+00	2.1270E+00	3.9300E+00	
2.3200E+01	1.8467E+00	2.0833E+00	3.9300E+00	
2.3200E+01	1.9151E+00	1.9942E+00	3.9093E+00	
2.3200E+01	1.9257E+00	1.8691E+00	3.7948E+00	
2.3200E+01	1.9614E+00	1.8457E+00	3.8071E+00	
2.3300E+01	2.0400E+00	1.9299E+00	3.9699E+00	
2.3300E+01	2.0997E+00	1.9991E+00	4.0988E+00	
2.3300E+01	2.1187E+00	1.9663E+00	4.0850E+00	
2.3300E+01	2.1509E+00	1.9507E+00	4.1016E+00	
2.3300E+01	2.2450E+00	1.8990E+00	4.1440E+00	
2.3400E+01	2.3261E+00	1.8635E+00	4.1896E+00	
2.3400E+01	2.4227E+00	1.8536E+00	4.2763E+00	
2.3400E+01	2.5026E+00	1.9069E+00	4.4095E+00	
2.3400E+01	2.5351E+00	1.9569E+00	4.4920E+00	
2.3400E+01	2.5310E+00	1.9900E+00	4.5210E+00	
2.3500E+01	2.5012E+00	2.0034E+00	4.5046E+00	
2.3500E+01	2.4616E+00	1.9842E+00	4.4458E+00	
2.3500E+01	2.3745E+00	1.9576E+00	4.3321E+00	
2.3500E+01	2.2917E+00	1.9445E+00	4.2362E+00	
2.3500E+01	2.1821E+00	1.9557E+00	4.1378E+00	
2.3600E+01	2.1547E+00	1.9734E+00	4.1281E+00	
2.3600E+01	2.1420E+00	2.0248E+00	4.1668E+00	
2.3600E+01	2.1806E+00	2.1196E+00	4.3002E+00	
2.3600E+01	2.2163E+00	2.2159E+00	4.4322E+00	
2.3600E+01	2.2416E+00	2.2544E+00	4.4960E+00	
2.3700E+01	2.2727E+00	2.3351E+00	4.6078E+00	
2.3700E+01	2.2532E+00	2.3739E+00	4.6271E+00	
2.3700E+01	2.3188E+00	2.3787E+00	4.6975E+00	
2.3700E+01	2.3180E+00	2.4093E+00	4.7273E+00	
2.3700E+01	2.3241E+00	2.4321E+00	4.7562E+00	
2.3800E+01	2.2261E+00	2.4170E+00	4.6431E+00	
2.3800E+01	2.1620E+00	2.4302E+00	4.5922E+00	
2.3800E+01	2.1377E+00	2.5160E+00	4.6537E+00	
2.3800E+01	2.1171E+00	2.5980E+00	4.7151E+00	
2.3800E+01	2.1389E+00	2.6006E+00	4.7395E+00	
2.3900E+01	2.1826E+00	2.5516E+00	4.7342E+00	
2.3900E+01	2.1614E+00	2.5021E+00	4.6635E+00	
2.3900E+01	2.1036E+00	2.4074E+00	4.5110E+00	
2.3900E+01	2.1073E+00	2.3498E+00	4.4571E+00	
2.3900E+01	2.1249E+00	2.2912E+00	4.4161E+00	
2.4000E+01	2.2111E+00	2.2582E+00	4.4693E+00	
2.4000E+01	2.2592E+00	2.2387E+00	4.4979E+00	
2.4000E+01	2.2776E+00	2.2608E+00	4.5384E+00	
2.4000E+01	2.2521E+00	2.2373E+00	4.4894E+00	
2.4000E+01	2.1931E+00	2.2251E+00	4.4182E+00	
2.4100E+01	2.1469E+00	2.2699E+00	4.4168E+00	
2.4100E+01	2.1052E+00	2.2768E+00	4.3820E+00	
2.4100E+01	2.0968E+00	2.2527E+00	4.3495E+00	
2.4100E+01	2.0786E+00	2.2518E+00	4.3304E+00	
2.4100E+01	2.0335E+00	2.1766E+00	4.2101E+00	
2.4200E+01	1.9762E+00	2.1176E+00	4.0938E+00	
2.4200E+01	1.9618E+00	2.0935E+00	4.0553E+00	
2.4200E+01	1.9776E+00	2.0491E+00	4.0267E+00	
2.4200E+01	1.9559E+00	2.0345E+00	3.9904E+00	
2.4200E+01	2.0016E+00	2.0652E+00	4.0668E+00	
2.4300E+01	2.0000E+00	2.0247E+00	4.0247E+00	
2.4300E+01	1.9918E+00	2.0095E+00	4.0013E+00	
2.4300E+01	1.9761E+00	1.9844E+00	3.9605E+00	
2.4300E+01	2.0015E+00	1.9902E+00	3.9917E+00	
2.4300E+01	2.0414E+00	2.0407E+00	4.0821E+00	
2.4400E+01	2.0607E+00	2.1466E+00	4.2073E+00	
2.4400E+01	2.1316E+00	2.2081E+00	4.3397E+00	
2.4400E+01	2.1206E+00	2.2038E+00	4.3244E+00	
2.4400E+01	2.0741E+00	2.1512E+00	4.2253E+00	
2.4400E+01	2.0179E+00	2.1024E+00	4.1203E+00	
2.4500E+01	1.9719E+00	2.1066E+00	4.0785E+00	
2.4500E+01	1.9296E+00	2.1190E+00	4.0486E+00	
2.4500E+01	1.9056E+00	2.1550E+00	4.0606E+00	
2.4500E+01	1.8755E+00	2.1581E+00	4.0336E+00	
2.4500E+01	1.8325E+00	2.1037E+00	3.9362E+00	
2.4600E+01	1.8518E+00	2.0875E+00	3.9393E+00	
2.4600E+01	1.8863E+00	2.0714E+00	3.9577E+00	
2.4600E+01	1.9792E+00	2.0561E+00	4.0353E+00	
2.4600E+01	2.0163E+00	2.0401E+00	4.0564E+00	
2.4600E+01	2.1031E+00	2.0384E+00	4.1415E+00	
2.4700E+01	2.0662E+00	2.0127E+00	4.0789E+00	
2.4700E+01	2.0713E+00	2.0058E+00	4.0771E+00	
2.4700E+01	2.1254E+00	2.0590E+00	4.1844E+00	
2.4700E+01	2.1430E+00	2.1251E+00	4.2681E+00	
2.4700E+01	2.1040E+00	2.1983E+00	4.3023E+00	
2.4800E+01	2.1359E+00	2.3125E+00	4.4484E+00	
2.4800E+01	2.1468E+00	2.3000E+00	4.4468E+00	
2.4800E+01	2.1581E+00	2.2558E+00	4.4139E+00	
2.4800E+01	2.2216E+00	2.2457E+00	4.4673E+00	
2.4800E+01	2.3470E+00	2.1965E+00	4.5435E+00	
2.4900E+01	2.2162E+00	1.9587E+00	4.1749E+00	
2.4900E+01	2.1077E+00	1.8807E+00	3.9884E+00	
2.4900E+01	2.0801E+00	1.8808E+00	3.9609E+00	
2.4900E+01	2.1069E+00	1.9493E+00	4.0562E+00	
2.4900E+01	2.0668E+00	1.9631E+00	4.0299E+00	
2.5000E+01	2.0745E+00	2.0155E+00	4.0900E+00	
2.5000E+01	2.0509E+00	2.0652E+00	4.1161E+00	
2.5000E+01	1.9594E+00	2.1248E+00	4.0842E+00	
2.5000E+01	1.8801E+00	2.1807E+00	4.0608E+00	
2.5000E+01	1.8563E+00	2.2660E+00	4.1223E+00	
2.5100E+01	1.8824E+00	2.3334E+00	4.2158E+00	
2.5100E+01	1.9390E+00	2.4215E+00	4.3605E+00	
2.5100E+01	1.9308E+00	2.4812E+00	4.4120E+00	
2.5100E+01	1.9433E+00	2.4828E+00	4.4261E+00	
